date,policy_impact_score,policy_event_count_30d,policy_event_count_90d,event_regulation_active,event_sanction_active,event_frost_active,event_economic_active,event_supply_active,event_trade_active,event_pandemic_active,policy_impact_30d_avg,policy_impact_90d_avg
2011-06-29,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-06-30,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-01,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-02,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-03,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-04,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-06,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-07,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-08,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-09,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-10,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-11,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-12,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-13,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-14,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-15,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-16,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-17,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-18,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-19,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-20,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-21,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-22,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-23,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-24,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-25,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-26,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-27,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-28,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-29,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-30,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-07-31,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-01,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-02,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-03,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-04,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-06,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-07,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-08,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-09,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-10,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-11,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-12,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-13,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-14,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-15,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-16,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-17,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-18,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-19,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-20,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-21,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-22,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-23,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-24,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-25,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-26,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-27,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-28,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-29,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-30,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-08-31,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-01,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-02,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-03,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-04,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-06,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-07,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-08,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-09,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-10,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-11,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-12,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-13,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-14,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-15,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-16,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-17,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-18,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-19,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-20,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-21,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-22,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-23,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-24,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-25,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-26,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-27,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-28,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-29,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-09-30,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-01,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-02,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-03,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-04,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-06,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-07,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-08,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-09,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-10,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-11,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-12,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-13,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-14,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-15,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-16,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-17,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-18,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-19,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-20,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-21,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-22,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-23,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-24,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-25,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-26,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-27,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-28,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-29,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-30,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-10-31,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-02,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-03,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-04,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-06,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-07,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-08,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-09,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-10,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-11,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-12,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-13,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-14,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-15,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-16,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-17,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-18,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-19,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-20,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-21,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-22,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-23,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-24,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-25,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-26,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-27,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-28,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-29,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-11-30,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-01,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-02,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-03,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-04,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-06,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-07,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-08,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-09,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-10,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-11,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-12,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-13,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-14,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-15,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-16,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-17,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-18,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-19,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-20,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-21,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-22,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-23,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-24,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-25,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-26,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-27,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-28,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-29,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-30,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2011-12-31,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-01,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-02,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-03,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-04,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-06,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-07,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-08,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-09,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-10,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-11,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-12,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-13,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-14,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-15,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-16,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-17,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-18,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-19,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-20,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-21,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-22,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-23,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-24,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-25,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-26,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-27,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-28,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-29,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-30,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-01-31,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
2012-02-01,2.0,1.0,1.0,0,0,1,0,0,0,0,0.06666666666666667,0.022222222222222223
2012-02-02,1.9543199368684918,1.0,1.0,0,0,1,0,0,0,0,0.13181066456228308,0.04393688818742769
2012-02-03,1.909683207820833,1.0,1.0,0,0,1,0,0,0,0,0.19546677148964417,0.06515559049654805
2012-02-04,1.8660659830736148,1.0,1.0,0,0,1,0,0,0,0,0.25766897092543134,0.08588965697514378
2012-02-05,1.8234449771164336,1.0,1.0,0,0,1,0,0,0,0,0.31845047016264577,0.10615015672088192
2012-02-06,1.7817974362806785,1.0,1.0,0,0,1,0,0,0,0,0.3778437180386684,0.12594790601288947
2012-02-07,1.7411011265922482,1.0,1.0,0,0,1,0,0,0,0,0.43588042225841,0.1452934740861367
2012-02-08,1.7013343219017114,1.0,1.0,0,0,1,0,0,0,0,0.49259156632180034,0.16419718877393347
2012-02-09,1.6624757922855755,1.0,1.0,0,0,1,0,0,0,0,0.5480074260646528,0.18266914202155096
2012-02-10,1.6245047927124712,1.0,1.0,0,0,1,0,0,0,0,0.6021575858217353,0.20071919527391174
2012-02-11,1.5874010519681996,1.0,1.0,0,0,1,0,0,0,0,0.6550709542206753,0.21835698474022508
2012-02-12,1.5511447618337346,1.0,1.0,0,0,1,0,0,0,0,0.7067757796151332,0.2355919265383777
2012-02-13,1.515716566510398,1.0,1.0,0,0,1,0,0,0,0,0.7572996651654796,0.25243322172182653
2012-02-14,1.4810975522865641,1.0,1.0,0,0,1,0,0,0,0,0.8066695835750318,0.2688898611916773
2012-02-15,1.4472692374403782,1.0,1.0,0,0,1,0,0,0,0,0.8549118914897111,0.28497063049657034
2012-02-16,1.4142135623730951,1.0,1.0,0,0,1,0,0,0,0,0.9020523435688143,0.3006841145229381
2012-02-17,1.381912879967776,1.0,1.0,0,0,1,0,0,0,0,0.9481161062344068,0.3160387020781356
2012-02-18,1.35034994616819,1.0,1.0,0,0,1,0,0,0,0,0.9931277711066798,0.3310425903688933
2012-02-19,1.3195079107728942,1.0,1.0,0,0,1,0,0,0,0,1.0371113681324429,0.345703789377481
2012-02-20,1.2893703084395791,1.0,1.0,0,0,1,0,0,0,0,1.080090378413762,0.36003012613792074
2012-02-21,1.2599210498948732,1.0,1.0,0,0,1,0,0,0,0,1.1220877467435915,0.3740292489145305
2012-02-22,1.2311444133449163,1.0,1.0,0,0,1,0,0,0,0,1.1631258938550886,0.3877086312850295
2012-02-23,1.2030250360821166,1.0,1.0,0,0,1,0,0,0,0,1.203226728391159,0.40107557613038636
2012-02-24,1.1755479062836087,1.0,1.0,0,0,1,0,0,0,0,1.2424116586006126,0.41413721953353755
2012-02-25,1.1486983549970349,1.0,1.0,0,0,1,0,0,0,0,1.2807016037671806,0.4269005345890602
2012-02-26,1.122462048309373,1.0,1.0,0,0,1,0,0,0,0,1.3181170053774929,0.439372335125831
2012-02-27,1.096824979694626,1.0,1.0,0,0,1,0,0,0,0,1.3546778380339803,0.45155927934466017
2012-02-28,1.0717734625362931,1.0,1.0,0,0,1,0,0,0,0,1.3904036201185235,0.4634678733728412
2012-02-29,1.0472941228206267,1.0,1.0,0,0,1,0,0,0,0,1.4253134242125445,0.4751044747375148
2012-03-01,1.023373891996775,1.0,1.0,0,0,1,0,0,0,0,1.4594258872791037,0.4864752957597013
2012-03-02,1.0,0.0,1.0,0,0,1,0,0,0,0,1.4260925539457705,0.49758640687081235
2012-03-03,0.9771599684342459,0.0,1.0,0,0,1,0,0,0,0,1.3935205549979621,0.5084437398534151
2012-03-04,0.9548416039104166,0.0,1.0,0,0,1,0,0,0,0,1.3616925015342816,0.5190530910079753
2012-03-05,0.9330329915368074,0.0,1.0,0,0,1,0,0,0,0,1.330591401816388,0.5294201242472731
2012-03-06,0.9117224885582168,0.0,1.0,0,0,1,0,0,0,0,1.3002006521977807,0.5395503741201422
2012-03-07,0.8908987181403393,0.0,1.0,0,0,1,0,0,0,0,1.2705040282597695,0.549449248766146
2012-03-08,0.8705505632961241,0.0,1.0,0,0,1,0,0,0,0,1.2414856761498987,0.5591220328027695
2012-03-09,0.8506671609508557,0.0,1.0,0,0,1,0,0,0,0,1.2131301041182034,0.5685738901466679
2012-03-10,0.8312378961427878,0.0,1.0,0,0,1,0,0,0,0,1.1854221742467772,0.5778098667704767
2012-03-11,0.8122523963562355,0.0,1.0,0,0,1,0,0,0,0,1.158347094368236,0.5868348933966571
2012-03-12,0.7937005259840998,0.0,1.0,0,0,1,0,0,0,0,1.131890410168766,0.5956537881298137
2012-03-13,0.7755723809168673,0.0,1.0,0,0,1,0,0,0,0,1.1060379974715373,0.6042712590288901
2012-03-14,0.7578582832551991,0.0,1.0,0,0,1,0,0,0,0,1.080776054696364,0.6126919066206145
2012-03-15,0.7405487761432821,0.0,1.0,0,0,1,0,0,0,0,1.0560910954915876,0.6209202263555399
2012-03-16,0.7236346187201891,0.0,1.0,0,0,1,0,0,0,0,1.0319699415342483,0.6289606110079864
2012-03-17,0.7071067811865476,0.0,1.0,0,0,1,0,0,0,0,1.0083997154946964,0.6368173530211703
2012-03-18,0.690956439983888,0.0,1.0,0,0,1,0,0,0,0,0.9853678341619003,0.644494646798769
2012-03-19,0.675174973084095,0.0,1.0,0,0,1,0,0,0,0,0.9628620017257637,0.6519965909441479
2012-03-20,0.6597539553864471,0.0,1.0,0,0,1,0,0,0,0,0.9408702032128822,0.6593271904484417
2012-03-21,0.6446851542197896,0.0,1.0,0,0,1,0,0,0,0,0.9193806980722226,0.6664903588286616
2012-03-22,0.6299605249474366,0.0,1.0,0,0,1,0,0,0,0,0.8983820139073081,0.6734899202169664
2012-03-23,0.6155722066724582,0.0,1.0,0,0,1,0,0,0,0,0.8778629403515593,0.680329611402216
2012-03-24,0.6015125180410583,0.0,1.0,0,0,1,0,0,0,0,0.8578125230835241,0.6870130838248945
2012-03-25,0.5877739531418044,0.0,1.0,0,0,1,0,0,0,0,0.8382200579787973,0.69354390552647
2012-03-26,0.5743491774985174,0.0,1.0,0,0,1,0,0,0,0,0.8190750853955133,0.6999255630542314
2012-03-27,0.5612310241546865,0.0,1.0,0,0,1,0,0,0,0,0.8003673845903572,0.7061614633226168
2012-03-28,0.548412489847313,0.0,1.0,0,0,1,0,0,0,0,0.7820869682621134,0.7122549354320313
2012-03-29,0.5358867312681466,0.0,1.0,0,0,1,0,0,0,0,0.7642240772198419,0.7182092324461219
2012-03-30,0.5236470614103134,0.0,1.0,0,0,1,0,0,0,0,0.7467691751728314,0.7240275331284587
2012-03-31,0.5116869459983875,0.0,1.0,0,0,1,0,0,0,0,0.7297129436395519,0.729712943639552
2012-04-01,0.0,0.0,1.0,0,0,0,0,0,0,0,0.6963796103062185,0.729712943639552
2012-04-02,0.0,0.0,1.0,0,0,0,0,0,0,0,0.6638076113584103,0.729712943639552
2012-04-03,0.0,0.0,1.0,0,0,0,0,0,0,0,0.6319795578947297,0.729712943639552
2012-04-04,0.0,0.0,1.0,0,0,0,0,0,0,0,0.6008784581768362,0.729712943639552
2012-04-05,0.0,0.0,1.0,0,0,0,0,0,0,0,0.570487708558229,0.729712943639552
2012-04-06,0.0,0.0,1.0,0,0,0,0,0,0,0,0.5407910846202176,0.729712943639552
2012-04-07,0.0,0.0,1.0,0,0,0,0,0,0,0,0.5117727325103468,0.729712943639552
2012-04-08,0.0,0.0,1.0,0,0,0,0,0,0,0,0.4834171604786517,0.729712943639552
2012-04-09,0.0,0.0,1.0,0,0,0,0,0,0,0,0.4557092306072254,0.729712943639552
2012-04-10,0.0,0.0,1.0,0,0,0,0,0,0,0,0.4286341507286842,0.729712943639552
2012-04-11,0.0,0.0,1.0,0,0,0,0,0,0,0,0.4021774665292142,0.729712943639552
2012-04-12,0.0,0.0,1.0,0,0,0,0,0,0,0,0.37632505383198533,0.729712943639552
2012-04-13,0.0,0.0,1.0,0,0,0,0,0,0,0,0.351063111056812,0.729712943639552
2012-04-14,0.0,0.0,1.0,0,0,0,0,0,0,0,0.32637815185203595,0.729712943639552
2012-04-15,0.0,0.0,1.0,0,0,0,0,0,0,0,0.3022569978946963,0.729712943639552
2012-04-16,0.0,0.0,1.0,0,0,0,0,0,0,0,0.2786867718551447,0.729712943639552
2012-04-17,0.0,0.0,1.0,0,0,0,0,0,0,0,0.2556548905223484,0.729712943639552
2012-04-18,0.0,0.0,1.0,0,0,0,0,0,0,0,0.23314905808621192,0.729712943639552
2012-04-19,0.0,0.0,1.0,0,0,0,0,0,0,0,0.21115725957333037,0.729712943639552
2012-04-20,0.0,0.0,1.0,0,0,0,0,0,0,0,0.1896677544326707,0.729712943639552
2012-04-21,0.0,0.0,1.0,0,0,0,0,0,0,0,0.16866907026775615,0.729712943639552
2012-04-22,0.0,0.0,1.0,0,0,0,0,0,0,0,0.14814999671200757,0.729712943639552
2012-04-23,0.0,0.0,1.0,0,0,0,0,0,0,0,0.1280995794439723,0.729712943639552
2012-04-24,0.0,0.0,1.0,0,0,0,0,0,0,0,0.10850711433924548,0.729712943639552
2012-04-25,0.0,0.0,1.0,0,0,0,0,0,0,0,0.08936214175596156,0.729712943639552
2012-04-26,0.0,0.0,1.0,0,0,0,0,0,0,0,0.07065444095080535,0.729712943639552
2012-04-27,0.0,0.0,1.0,0,0,0,0,0,0,0,0.052374024622561584,0.729712943639552
2012-04-28,0.0,0.0,1.0,0,0,0,0,0,0,0,0.03451113358029003,0.729712943639552
2012-04-29,0.0,0.0,1.0,0,0,0,0,0,0,0,0.017056231533279582,0.729712943639552
2012-04-30,0.0,0.0,1.0,0,0,0,0,0,0,0,0.0,0.729712943639552
2012-05-01,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.7074907214173296
2012-05-02,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.6857760554521242
2012-05-03,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.6645573531430038
